CID,MolMR,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP
RAL-MED-2de63afb-2,82.72040000000003,5,5,2,93.21000000000001,132.6479286171149,1.1910199999999997
RAL-MED-2de63afb-3,81.17540000000002,4,4,2,83.98,127.53438338760805,1.2612999999999999
RAL-MED-2de63afb-5,76.81990000000003,5,5,2,93.21000000000001,126.28298650271832,0.6314000000000001
RAL-MED-2de63afb-9,62.44440000000003,4,3,2,67.42999999999999,98.46193541697365,1.0358999999999998
RAL-MED-2de63afb-10,67.06140000000003,4,3,2,67.42999999999999,104.82687753137026,1.426
RAL-MED-2de63afb-12,78.32840000000003,5,4,2,83.98,122.17527242674066,1.2939
RAL-MED-2de63afb-14,77.94140000000002,5,5,2,93.21000000000001,130.44852190564455,1.0217
EDJ-MED-49816e9b-1,72.75970000000002,3,2,1,41.99,110.81762216023081,3.2246200000000016
EDJ-MED-49816e9b-2,77.49670000000003,3,2,1,41.99,117.18256427462742,3.5330400000000015
EDJ-MED-49816e9b-3,71.73070000000003,3,3,1,46.92,110.57014975064178,2.5631200000000005
BEN-DND-7e92b6ca-1,77.88490000000002,6,4,2,80.42,121.26791060680328,1.1923000000000001
BEN-DND-7e92b6ca-2,100.01820000000002,6,4,1,71.63,150.5244887395304,2.6877000000000004
BEN-DND-7e92b6ca-3,96.61390000000002,5,3,2,65.2,139.4823183497281,2.3943000000000003
BEN-DND-7e92b6ca-4,91.83360000000002,5,3,3,73.99000000000001,132.90740474873618,2.37
BEN-DND-7e92b6ca-5,88.83890000000002,5,3,2,71.19,132.47108779463503,2.3369
BEN-DND-7e92b6ca-7,105.67300000000002,3,4,1,90.55000000000001,161.81217668960585,1.6748000000000003
BEN-DND-7e92b6ca-8,107.11500000000004,3,4,1,90.55000000000001,164.59028061545715,1.75528
BEN-DND-7e92b6ca-10,102.19120000000002,3,3,1,56.410000000000004,151.41634291158744,2.4861000000000004
BEN-DND-7e92b6ca-11,105.67920000000004,3,4,1,65.64,156.52988814109432,2.4991000000000003
BEN-DND-7e92b6ca-12,105.67920000000002,3,4,1,65.64,156.5298881410943,2.4991000000000003
BEN-DND-7e92b6ca-13,105.67920000000002,3,4,1,65.64,156.5298881410943,2.4991000000000003
BEN-DND-7e92b6ca-14,99.08520000000003,2,3,1,56.410000000000004,149.21693620011703,2.629600000000001
BEN-DND-7e92b6ca-16,99.08520000000004,2,3,1,56.410000000000004,149.21693620011706,2.629600000000001
BEN-DND-93268d01-5,72.32470000000002,4,2,1,41.99,111.04483345067199,3.1004200000000015
BEN-DND-93268d01-7,72.32470000000002,4,2,1,41.99,111.04483345067199,3.1004200000000015
BEN-DND-93268d01-13,81.68870000000004,4,2,1,41.99,119.60918227653897,3.6964200000000025
BEN-DND-93268d01-15,69.38850000000004,3,3,2,62.22,105.30858968554517,2.5294000000000008
MAK-UNK-d4768348-1,75.79280000000001,3,3,1,57.690000000000005,115.39451988707195,-0.13560000000000016
EDJ-MED-e58735b6-2,73.67250000000003,4,3,2,62.22,111.67353179994177,2.0635199999999996
EDJ-MED-e58735b6-3,79.12290000000003,4,4,2,102.15,122.61502252277694,1.21862
NAU-LAT-64f4b287-3,80.18800000000003,4,6,0,62.470000000000006,130.84706144229085,1.6811
NAU-LAT-64f4b287-4,87.15100000000004,3,2,0,29.54,135.01048608504712,3.5600000000000023
NAU-LAT-64f4b287-5,73.19200000000002,2,4,0,59.230000000000004,121.09901964991482,2.24282
NAU-LAT-64f4b287-9,66.22970000000004,4,2,1,41.99,100.51435593334917,1.9405
BRU-LEF-c49414a7-1,84.92540000000004,5,4,2,80.32,133.42828063616844,1.7960199999999997
MAT-POS-2db6411e-2,75.69380000000002,3,3,1,43.78,122.06212241315386,1.9286
EDG-MED-0da5ad92-2,68.02270000000003,3,2,1,41.99,104.45268004583419,2.916200000000001
EDG-MED-0da5ad92-3,77.84770000000003,2,2,1,45.230000000000004,116.57745583043418,3.7117200000000024
EDG-MED-0da5ad92-9,67.81440000000003,3,3,2,54.02,101.82600332934696,1.7182199999999999
EDG-MED-0da5ad92-12,72.75970000000002,3,2,1,41.99,110.81762216023083,3.2246200000000016
EDG-MED-0da5ad92-13,72.75970000000002,3,2,1,41.99,110.81762216023081,3.2246200000000016
EDG-MED-0da5ad92-18,77.17210000000001,3,3,2,68.00999999999999,116.15751285724353,2.806820000000001
EDG-MED-0da5ad92-21,67.11040000000003,3,2,2,57.78,103.99523614964984,2.5527200000000008
BEN-DND-61647d40-18,69.68750000000001,3,3,2,62.22,109.24691379803022,2.621800000000001
JAN-GHE-5a013bed-1,69.01970000000003,3,4,1,59.81,109.72838732022798,1.8611399999999996
JAN-GHE-5a013bed-2,79.25670000000004,3,3,1,46.92,120.52361250541401,3.0025000000000013
JAN-GHE-5a013bed-3,85.52670000000005,3,4,1,63.99,130.69562216538998,2.3627000000000002
JAN-GHE-5a013bed-4,62.37140000000001,3,4,2,79.78,101.1915716230738,0.5375999999999997
JAN-GHE-5a013bed-6,63.69470000000002,3,4,1,54.88,101.42223485454232,2.3727
JAN-GHE-5a013bed-8,65.81770000000002,3,3,1,54.88,103.67232802678068,2.3111999999999995
JAN-GHE-5a013bed-11,57.96340000000001,3,4,2,83.56,96.00649713395569,1.0342999999999998
TRY-UNI-2eddb1ff-1,70.25970000000002,3,4,1,78.67,110.49152571016096,1.8378999999999996
TRY-UNI-2eddb1ff-2,70.55470000000003,3,3,1,54.88,110.03727014117729,2.6196200000000003
TRY-UNI-2eddb1ff-7,89.93540000000003,5,4,2,80.32,143.73154686305006,2.44942
ALP-POS-95b75b4d-1,67.70770000000002,3,2,1,41.99,104.67989133627538,2.710320000000001
ALP-POS-95b75b4d-2,69.41450000000002,3,3,2,62.22,105.30858968554516,2.27682
ALP-POS-95b75b4d-4,79.72470000000004,4,2,1,41.99,118.60335112300974,3.448620000000002
JAN-GHE-83b26c96-1,79.88270000000003,4,3,1,54.88,122.73560793837525,3.5707200000000023
JAN-GHE-83b26c96-2,87.03740000000002,4,3,2,71.09,133.25889067267585,3.435600000000001
JAN-GHE-83b26c96-3,89.85570000000001,4,4,1,59.81,138.48194982325572,3.6629000000000023
JAN-GHE-83b26c96-6,84.61770000000004,4,3,1,54.88,129.13209648436717,3.995600000000003
JAN-GHE-83b26c96-7,84.42970000000005,4,3,1,54.88,129.13209648436717,3.8167200000000028
JAN-GHE-83b26c96-8,86.70470000000005,5,2,1,41.99,129.91244850342062,4.565820000000003
JAN-GHE-83b26c96-9,86.63470000000004,4,2,1,41.99,129.91244850342062,4.421720000000003
JAN-GHE-83b26c96-10,85.48370000000004,4,3,1,45.230000000000004,129.3073400592274,3.2848200000000016
JAN-GHE-83b26c96-11,72.48670000000004,3,2,1,41.99,106.87929804774573,2.879640000000001
JAN-GHE-83b26c96-12,75.44970000000002,3,2,1,41.99,114.3819035389905,3.3337200000000013
JAN-GHE-83b26c96-13,80.46670000000002,3,2,1,41.99,119.77619405439278,3.1758200000000008
JAN-GHE-83b26c96-14,72.75170000000001,3,2,1,41.99,119.37590425652445,3.5900200000000018
JAN-GHE-83b26c96-15,77.54000000000003,3,2,0,33.2,117.39253576122275,3.248920000000002
JAN-GHE-83b26c96-16,82.03700000000005,5,2,0,33.2,123.75747787561934,3.7207000000000026
JAN-GHE-83b26c96-17,76.67250000000003,4,3,1,59.06,117.05193383820551,2.9853200000000006
JAN-GHE-83b26c96-18,74.44770000000004,2,3,1,62.300000000000004,119.73314677694873,2.5325000000000006
JAN-GHE-83b26c96-20,79.96770000000004,3,2,1,41.99,122.54167523549481,3.713720000000002
JAN-GHE-83b26c96-21,71.23450000000003,3,3,1,59.06,110.68699172380892,2.844220000000001
JAN-GHE-83b26c96-22,82.08170000000004,3,2,1,41.99,123.54750638902402,3.9597200000000026
JAN-GHE-83b26c96-23,72.94970000000002,3,2,1,41.99,119.14869296608329,3.773920000000002
JAN-GHE-83b26c96-24,72.71200000000002,2,4,0,51.81,114.6355266482244,3.7604200000000017
JAN-GHE-83b26c96-25,72.71200000000002,2,4,0,51.81,114.618429385589,3.7604200000000017
JAN-GHE-d851b096-6,58.77800000000003,2,3,0,34.89,88.02917110288632,1.6000199999999998
MAT-POS-4e253971-1,86.28800000000005,3,3,0,30.270000000000003,129.87734454723633,3.134380000000002
MAT-POS-4e253971-2,91.01200000000006,3,2,0,23.550000000000004,135.32162604802372,3.323400000000002
MAT-POS-4e253971-3,64.68560000000001,2,4,2,77.24,98.5624982057749,1.15532
AAR-POS-5507155c-1,64.63450000000003,2,4,1,49.410000000000004,96.1853767735488,0.49969999999999987
LON-WEI-d1c9908a-3,136.16369999999992,7,4,1,71.53,200.8362850221558,5.595120000000005
LON-WEI-d1c9908a-4,134.04969999999994,8,4,1,71.53,199.8304538686266,5.3491200000000045
LON-WEI-d1c9908a-5,129.3127,8,4,1,71.53,193.46551175422996,5.040700000000004
LON-WEI-d1c9908a-6,132.13869999999997,8,3,1,62.300000000000004,194.71690863911968,5.594500000000005
LON-WEI-d1c9908a-7,131.42669999999998,7,4,1,71.53,194.47134290775918,5.286700000000004
LON-WEI-d1c9908a-8,136.8756999999999,8,3,1,62.300000000000004,201.08185075351628,5.902920000000005
LON-WEI-d1c9908a-11,130.46069999999997,7,3,1,62.300000000000004,195.8545720159678,5.794600000000005
LON-WEI-d1c9908a-13,127.45570000000004,7,3,1,62.300000000000004,192.5175019276493,5.479620000000006
AAR-POS-8a4e0f60-1,108.29200000000003,6,5,0,63.910000000000004,162.98830539284899,3.5420000000000025
AAR-POS-8a4e0f60-4,104.15640000000002,9,6,2,98.14000000000001,162.42134757559162,1.4004
AAR-POS-8a4e0f60-6,115.4367,8,7,1,87.5,178.89932161382777,3.5572000000000017
AAR-POS-8a4e0f60-7,106.69300000000003,5,6,0,73.14,174.233514716738,4.300400000000002
AAR-POS-8a4e0f60-8,109.09500000000003,7,6,0,60.25,166.52256591182086,3.730400000000002
LON-WEI-adc59df6-1,126.47370000000005,7,5,1,88.60000000000001,194.39465022019272,3.707200000000003
LON-WEI-adc59df6-2,124.06270000000005,9,5,1,88.60000000000001,189.03553925932536,3.7088000000000028
LON-WEI-adc59df6-3,103.86970000000004,5,3,1,62.300000000000004,154.30070347218825,3.3854000000000015
LON-WEI-adc59df6-4,135.8646999999999,6,5,1,80.76,204.94399909813345,5.049300000000005
LON-WEI-adc59df6-6,131.09070000000003,7,5,1,88.60000000000001,200.75959233458934,4.097300000000003
LON-WEI-adc59df6-7,128.67970000000005,10,5,1,88.60000000000001,195.40048137372196,4.098900000000003
LON-WEI-adc59df6-8,124.81870000000006,6,3,1,62.300000000000004,185.11958289064208,5.088300000000005
LON-WEI-adc59df6-10,125.81170000000004,9,4,1,62.300000000000004,183.5186398407433,4.508700000000004
LON-WEI-adc59df6-14,115.58470000000005,6,3,1,62.300000000000004,172.38969866184885,4.308100000000003
LON-WEI-adc59df6-16,129.5697,6,3,1,62.300000000000004,193.52333308117852,5.725620000000006
LON-WEI-adc59df6-17,121.19470000000004,8,4,1,62.300000000000004,177.1536977263467,4.118600000000003
LON-WEI-adc59df6-18,131.42669999999998,7,4,1,71.53,194.47134290775918,5.286700000000004
LON-WEI-adc59df6-19,121.73870000000005,7,4,1,71.53,183.86818600575236,3.792100000000003
LON-WEI-adc59df6-21,113.08170000000004,6,3,1,62.300000000000004,167.03058770098144,4.164000000000003
LON-WEI-adc59df6-23,128.04970000000003,7,3,1,62.300000000000004,193.5233330811785,5.094900000000004
LON-WEI-adc59df6-26,114.68870000000004,8,4,1,71.53,172.14413293048838,3.402000000000002
LON-WEI-adc59df6-27,119.30570000000004,9,4,1,71.53,178.50907504488498,3.792100000000003
LON-WEI-adc59df6-28,125.88670000000002,7,4,1,75.19,188.5774456591988,4.350800000000003
LON-WEI-adc59df6-30,108.48670000000004,6,3,1,62.300000000000004,160.66564558658484,3.7755000000000027
LON-WEI-adc59df6-31,117.69870000000006,7,3,1,62.300000000000004,173.39552981537807,4.554100000000004
LON-WEI-adc59df6-32,121.78670000000005,7,4,1,71.53,183.86818600575236,3.9346000000000023
LON-WEI-adc59df6-37,129.2217,7,5,1,84.42,193.69099088870567,4.681700000000004
LON-WEI-adc59df6-39,121.78670000000005,6,4,1,71.53,183.86818600575236,3.9346000000000023
LON-WEI-adc59df6-40,128.0917,7,3,1,62.300000000000004,189.35779767825224,4.955800000000004
LON-WEI-adc59df6-41,124.83270000000003,6,3,1,62.300000000000004,187.1583909667819,5.417200000000005
LON-WEI-adc59df6-43,130.99769999999998,6,5,1,80.76,198.57905698373685,5.006800000000005
LON-WEI-adc59df6-44,110.96770000000004,6,3,1,62.300000000000004,166.02475654745223,3.918000000000003
LON-WEI-adc59df6-45,137.9786999999999,8,5,1,80.76,205.9498302516627,5.295300000000005
LON-WEI-adc59df6-47,132.91669999999996,8,3,1,62.300000000000004,199.88827519557512,5.137400000000004
LON-WEI-adc59df6-53,122.70870000000006,5,3,1,62.300000000000004,183.69879604225977,5.207500000000005
LON-WEI-adc59df6-55,130.13570000000004,5,3,1,62.300000000000004,193.62801953541612,5.6250200000000055
LON-WEI-adc59df6-56,122.43570000000007,5,3,1,62.300000000000004,179.7604719297747,4.862520000000004
LON-WEI-adc59df6-57,128.86770000000007,7,4,1,71.53,191.23895927367823,4.952800000000004
LON-WEI-adc59df6-59,128.98770000000007,6,4,1,71.53,191.23895927367826,4.871120000000004
LON-WEI-adc59df6-67,117.11770000000006,6,3,1,62.300000000000004,175.52225714216448,4.656900000000004
LON-WEI-adc59df6-68,110.85540000000003,5,3,2,78.09,163.82658631054116,3.7379000000000024
LON-WEI-adc59df6-73,121.09370000000001,6,3,1,62.300000000000004,179.9274837076285,4.423600000000003
LON-WEI-adc59df6-78,112.93270000000003,7,4,1,86.09,171.4231673824502,3.712780000000003
LON-WEI-adc59df6-83,117.17570000000005,6,4,1,71.53,177.50324389135577,3.760500000000002
LON-WEI-adc59df6-89,102.85570000000006,5,4,1,71.53,160.5351448749523,2.7636000000000003
LON-WEI-adc59df6-92,110.45670000000005,5,3,1,62.300000000000004,168.15148387423864,4.164900000000003
LON-WEI-adc59df6-93,95.87570000000005,5,5,1,88.6,152.97261389973207,1.7559999999999993
LON-WEI-adc59df6-94,115.07370000000006,5,3,1,62.300000000000004,174.51642598863526,4.555000000000003
LON-WEI-adc59df6-99,105.76970000000007,5,3,1,62.300000000000004,161.78654175984204,3.6307000000000027
LON-WEI-adc59df6-102,120.97070000000004,5,3,1,62.300000000000004,178.06503774406121,4.606100000000003
LON-WEI-adc59df6-103,106.93370000000002,5,3,1,62.300000000000004,159.6648709784441,3.2379000000000016
JOH-UNI-a5c0a47e-1,84.64200000000004,3,4,0,29.54,132.6508493554586,3.6739000000000024
JOH-UNI-c7afdb96-2,81.64350000000002,3,3,2,73.12,130.62566209808764,3.9104800000000015
JOH-UNI-c7afdb96-4,79.95720000000001,4,3,1,69.96000000000001,126.5170180751934,3.3011800000000022
JOH-UNI-c7afdb96-5,77.83420000000002,4,4,1,69.96000000000001,124.15738134560489,3.362680000000001
JOH-UNI-c7afdb96-7,71.25970000000002,4,3,1,69.96000000000001,111.97553706070151,2.442500000000001
JOH-UNI-c7afdb96-8,66.64270000000002,4,3,1,69.96000000000001,105.6105949463049,2.0524
JOH-UNI-c7afdb96-10,76.71370000000002,7,4,1,69.96,125.07060693105186,2.7553800000000006
JOH-UNI-c7afdb96-11,73.37370000000003,5,3,1,69.96000000000001,112.98136821423073,2.6885000000000012
JOH-UNI-c7afdb96-12,73.25370000000004,4,3,1,69.96,112.98136821423076,2.7701800000000008
AAR-POS-dddeddbf-1,84.02000000000002,2,5,2,93.28,125.36364193010414,3.10062
AAR-POS-dddeddbf-2,91.40359999999998,4,6,0,120.42000000000002,164.25287004368246,4.969820000000001
AAR-POS-dddeddbf-5,116.93340000000006,6,6,2,100.1,182.46683795369205,1.8916000000000002
LON-WEI-8f408cad-1,67.37870000000002,3,2,1,49.410000000000004,104.55123093312802,1.9907
LON-WEI-8f408cad-3,70.37780000000004,3,4,0,57.690000000000005,115.00081948250615,0.8197999999999999
LON-WEI-8f408cad-5,66.89600000000003,3,3,0,23.550000000000004,104.60498570448766,1.6311000000000002
LON-WEI-8f408cad-7,66.89600000000003,3,3,0,23.550000000000004,104.60498570448766,1.6311000000000002
LON-WEI-8f408cad-8,117.69870000000006,5,3,1,62.300000000000004,173.3955298153781,4.554100000000004
LON-WEI-8f408cad-9,118.06270000000004,6,4,1,65.54,172.79042137118483,3.631020000000003
LON-WEI-8f408cad-10,131.79069999999996,8,5,1,74.77000000000001,193.86623446356595,4.363620000000004
MAT-POS-bfefc3ea-3,117.47450000000008,12,5,3,150.0,187.26196379049466,1.4542000000000004
IND-SYN-6c8299e8-7,83.96580000000004,4,5,0,75.51,138.88705305116412,0.5552999999999999
MED-COV-4280ac29-5,119.25480000000003,5,3,0,57.690000000000005,181.46415706429045,3.5023000000000017
MED-COV-4280ac29-10,87.86970000000004,3,1,1,29.1,129.68696936894492,4.4097000000000035
MED-COV-4280ac29-12,81.23700000000004,3,2,0,23.550000000000004,128.99194173622183,2.7121000000000013
MED-COV-4280ac29-13,78.62400000000004,3,2,0,23.55,123.63283077535448,2.6115000000000013
MED-COV-4280ac29-14,74.13250000000004,2,2,0,40.620000000000005,116.80148361633229,1.8103999999999998
MED-COV-4280ac29-17,130.46470000000005,7,4,1,61.88,200.39540980054593,4.145900000000004
MED-COV-4280ac29-25,93.93900000000005,5,4,0,36.440000000000005,145.24667000589483,2.616900000000001
MED-COV-4280ac29-26,96.46750000000003,8,3,2,69.64,147.14540501464455,2.0509999999999997
MED-COV-4280ac29-30,97.44900000000003,5,4,0,51.129999999999995,151.35443193504574,3.620300000000003
MED-COV-4280ac29-31,86.52500000000005,3,2,0,23.550000000000004,129.64628696581138,2.722800000000001
MED-COV-4280ac29-33,84.74200000000005,5,3,0,32.78,135.11131811925796,2.3694000000000006
MED-COV-4280ac29-37,89.60900000000004,6,3,0,32.78,141.47626023365459,2.4119
LON-WEI-b8d98729-1,130.64169999999996,7,6,1,84.42,194.91819234766263,4.907320000000004
LON-WEI-b8d98729-2,132.07069999999996,8,4,1,62.300000000000004,193.11596558922093,5.573320000000005
LON-WEI-b8d98729-4,85.13890000000004,4,5,2,112.81,134.83834919467074,-0.5633999999999979
LON-WEI-b8d98729-6,110.77970000000003,6,4,1,62.300000000000004,164.4238134975535,3.978500000000002
LON-WEI-b8d98729-7,110.3957,6,3,1,62.300000000000004,176.236207058679,5.914000000000004
LON-WEI-b8d98729-8,132.88769999999997,9,5,1,80.76,199.58488813726612,5.0050200000000045
LON-WEI-b8d98729-9,127.05269999999999,6,5,1,75.19,190.94231049500382,5.352800000000004
LON-WEI-b8d98729-10,114.42270000000005,7,4,1,71.53,172.14413293048838,3.964000000000003
LON-WEI-b8d98729-11,130.24869999999996,7,4,1,65.54,192.69101334654408,5.0084200000000045
LON-WEI-b8d98729-12,124.12369999999999,8,4,1,71.53,197.3120201510601,6.646600000000005
LON-WEI-b8d98729-13,132.93869999999995,7,4,1,65.54,196.25529472530377,5.117520000000004
LON-WEI-b8d98729-14,132.93869999999995,7,4,1,65.54,196.25529472530377,5.117520000000004
LON-WEI-b8d98729-15,124.31370000000003,7,5,1,88.33,187.68807334344157,4.8285000000000045
LON-WEI-b8d98729-16,134.61669999999992,8,4,1,65.54,195.11763134845566,4.917420000000004
LON-WEI-b8d98729-17,130.9767,9,4,1,71.53,194.4713429077592,5.250400000000004
LON-WEI-b8d98729-18,132.17369999999997,8,4,1,75.19,194.94238777359539,5.369820000000004
LON-WEI-b8d98729-19,129.29870000000003,8,4,1,71.53,195.60900628460732,5.450500000000005
LON-WEI-b8d98729-20,131.13539999999998,7,4,2,90.98,194.484943877411,4.872020000000004
LON-WEI-b8d98729-21,122.0304,6,4,2,90.98,185.69338376110287,4.654600000000003
LON-WEI-b8d98729-22,126.60870000000003,8,4,1,71.53,192.04472490584763,5.341400000000005
LON-WEI-b8d98729-23,107.75970000000004,5,5,1,88.33,165.36086336617072,3.5421000000000022
LON-WEI-b8d98729-24,122.9657,7,4,1,62.300000000000004,184.32440547291276,5.3559000000000045
LON-WEI-b8d98729-25,125.90469999999999,7,6,1,84.42,188.55325023326597,4.598900000000003
LON-WEI-b8d98729-26,129.3477,8,5,1,84.42,193.6909908887057,4.8160200000000035
LON-WEI-b8d98729-27,117.7287,7,4,1,71.53,187.87312277334806,5.008000000000004
LON-WEI-b8d98729-28,128.86069999999998,8,4,1,71.53,203.67696226545672,6.955020000000005
LON-WEI-b8d98729-29,131.68669999999995,8,3,1,62.300000000000004,204.9283591503464,7.508820000000005
LON-WEI-b8d98729-30,136.5276999999999,8,5,1,74.77000000000001,200.23117657796257,4.672040000000004
LON-WEI-b8d98729-31,112.17670000000003,5,5,1,75.19,167.4774371408849,3.8663000000000025
LON-WEI-b8d98729-32,110.88270000000004,6,4,1,75.19,166.25023568192796,3.775000000000002
LON-WEI-b8d98729-33,134.50169999999994,8,3,1,62.300000000000004,199.66106390513394,6.321600000000006
LON-WEI-b8d98729-34,82.24020000000004,6,3,2,65.2,119.58235250485261,1.3211999999999997
LON-WEI-b8d98729-35,137.19169999999994,8,3,1,62.300000000000004,203.22534528389363,6.430700000000006
LON-WEI-b8d98729-36,134.18669999999997,8,3,1,62.300000000000004,199.88827519557515,6.115720000000007
LON-WEI-b8d98729-37,122.46570000000001,7,4,1,71.53,194.2380648877447,5.316420000000004
LON-WEI-b8d98729-38,128.73069999999998,7,5,1,75.19,189.8046471181557,5.152700000000004
LON-WEI-b8d98729-39,125.2917,7,3,1,62.300000000000004,195.4894617726344,5.870220000000005
LON-WEI-b8d98729-40,129.2447,8,5,1,71.53,191.86456870433122,5.019520000000004
LON-WEI-b8d98729-41,118.8767,6,3,1,62.300000000000004,190.26218303508594,5.761900000000003
LON-WEI-b8d98729-42,139.35369999999986,8,4,1,65.54,201.48257346285223,5.225840000000005
LON-WEI-b8d98729-43,126.22470000000003,7,6,1,97.56,192.80161857294846,4.583120000000004
LON-WEI-b8d98729-44,124.36269999999998,6,5,1,75.19,187.37802911624414,5.243700000000004
LON-WEI-b8d98729-45,135.71369999999993,9,4,1,71.53,200.83628502215578,5.558820000000005
LON-WEI-b8d98729-46,129.0507,7,5,1,88.33,194.05301545783817,5.136920000000004
LON-WEI-b8d98729-47,124.50770000000001,8,5,1,71.53,185.4996265899346,4.711100000000003
LON-WEI-b8d98729-48,133.46769999999992,7,5,1,75.19,196.16958923255228,5.461120000000005
MAT-POS-916a2c5a-1,95.32600000000002,5,5,0,51.129999999999995,148.99479520545722,3.6818000000000026
MAT-POS-916a2c5a-2,95.39090000000002,6,4,2,80.41999999999999,143.94957513853848,2.3455000000000004
MAT-POS-916a2c5a-3,124.62100000000002,3,4,1,90.55000000000001,187.27194514719233,2.9084800000000017
MAT-POS-916a2c5a-4,99.12720000000003,2,3,1,56.410000000000004,145.0514007971908,2.490500000000001
REN-UFA-aaaed2d6-3,97.83800000000005,4,2,0,23.550000000000004,143.7587316098675,3.278500000000002
JOO-IND-6372a4f3-4,86.00200000000005,3,2,0,23.550000000000004,125.01835982114207,2.670000000000001
JOO-IND-6372a4f3-6,86.55400000000004,3,2,0,23.550000000000004,133.81182236873764,3.0184000000000015
